,Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
3454,2007-08-08,CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,41.729669,-87.582699,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3456,2007-08-08,CULEX PIPIENS,81, E 91ST ST,T107,41.729669,-87.582699,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3458,2007-08-08,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3460,2007-08-08,CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,1,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3462,2007-08-08,CULEX RESTUANS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3464,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3466,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3468,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3470,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3472,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3474,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3476,2007-08-08,CULEX PIPIENS,24, E 105TH ST,T128,41.704572,-87.565666,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3478,2007-08-08,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3480,2007-08-08,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3482,2007-08-08,CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3484,2007-08-08,CULEX RESTUANS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3486,2007-08-08,CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3488,2007-08-08,CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,0,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3490,2007-08-08,CULEX PIPIENS,11, S AVENUE L,T103,41.702724,-87.536497,1,8,8,220,32,1,87,73,80.0,7,0,15,0.06,14.1833333333,14.0,9.81666666667,10.0,4.86666666667,19.05,87.0,73.5,7.0,0.0,15.5,0.075
3492,2007-08-09,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3494,2007-08-09,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3496,2007-08-09,CULEX PIPIENS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3498,2007-08-09,CULEX PIPIENS,10, S STONY ISLAND AVE,T138,41.726465,-87.585413,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3500,2007-08-09,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3502,2007-08-09,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3504,2007-08-09,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3506,2007-08-09,CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3508,2007-08-09,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3510,2007-08-09,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3512,2007-08-09,CULEX PIPIENS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3514,2007-08-09,CULEX TERRITANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3516,2007-08-09,CULEX TERRITANS,13, S TORRENCE AVE,T200,41.678618,-87.559308,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3518,2007-08-09,CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,41.737052,-87.543067,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3520,2007-08-09,CULEX PIPIENS,13, S MACKINAW,T206,41.737052,-87.543067,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3522,2007-08-09,CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3524,2007-08-09,CULEX RESTUANS,13, S BRANDON,T209,41.740641,-87.546587,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3526,2007-08-09,CULEX PIPIENS,13, S BRANDON,T209,41.740641,-87.546587,1,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3528,2007-08-09,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3530,2007-08-09,CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,41.680946,-87.535198,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3532,2007-08-09,CULEX PIPIENS,37, E 118TH ST,T212,41.680946,-87.535198,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3534,2007-08-09,CULEX TERRITANS,37, E 118TH ST,T212,41.680946,-87.535198,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3536,2007-08-09,CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,41.686398,-87.531635,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3538,2007-08-09,CULEX PIPIENS,38, E 115TH ST,T215,41.686398,-87.531635,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3540,2007-08-09,CULEX SALINARIUS,38, E 115TH ST,T215,41.686398,-87.531635,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3542,2007-08-09,CULEX TERRITANS,38, E 115TH ST,T215,41.686398,-87.531635,0,8,9,221,32,1,84,72,78.0,5,0,13,0.05,14.15,14.0,9.85,10.0,4.88333333333,19.0333333333,84.5,72.5,5.0,0.0,13.5,0.255
3544,2007-08-15,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3546,2007-08-15,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3548,2007-08-15,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3550,2007-08-15,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3552,2007-08-15,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3554,2007-08-15,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3556,2007-08-15,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3558,2007-08-15,CULEX PIPIENS,79, W FOSTER AVE,T015,41.974089,-87.824812,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3560,2007-08-15,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3562,2007-08-15,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3564,2007-08-15,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3566,2007-08-15,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3568,2007-08-15,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3570,2007-08-15,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.654491,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3572,2007-08-15,CULEX PIPIENS,25, W GRAND AVE,T046,41.891118,-87.654491,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3574,2007-08-15,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3576,2007-08-15,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3578,2007-08-15,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3580,2007-08-15,CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3582,2007-08-15,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3584,2007-08-15,CULEX PIPIENS,11, W CHICAGO,T049,41.896282,-87.655232,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3586,2007-08-15,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3588,2007-08-15,CULEX PIPIENS,21, N STAVE ST,T050,41.919343,-87.694259,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3590,2007-08-15,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3592,2007-08-15,CULEX PIPIENS,22, N CANNON DR,T054,41.921965,-87.632085,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3594,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3596,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3598,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3600,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3602,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3604,2007-08-15,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3606,2007-08-15,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3608,2007-08-15,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3610,2007-08-15,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3612,2007-08-15,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3614,2007-08-15,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3616,2007-08-15,CULEX TERRITANS,22, W 113TH ST,T086,41.688324,-87.676709,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3618,2007-08-15,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3620,2007-08-15,CULEX PIPIENS,11, S PEORIA ST,T091,41.862292,-87.64886,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3622,2007-08-15,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3624,2007-08-15,CULEX PIPIENS,17, W 95TH ST,T094,41.720848,-87.666014,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3626,2007-08-15,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3628,2007-08-15,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3630,2007-08-15,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3632,2007-08-15,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3634,2007-08-15,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3636,2007-08-15,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3638,2007-08-15,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3640,2007-08-15,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3642,2007-08-15,CULEX PIPIENS,65, N OAK PARK AVE,T143,41.999129,-87.795585,1,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3644,2007-08-15,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3646,2007-08-15,CULEX PIPIENS,75, N OAKLEY AVE,T148,42.01743,-87.687769,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3648,2007-08-15,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3650,2007-08-15,CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3652,2007-08-15,CULEX PIPIENS,15, N LONG AVE,T153,41.907645,-87.760886,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3654,2007-08-15,CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
3656,2007-08-15,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,8,15,227,33,1,80,71,76.0,4,0,11,0.23,13.9166666667,14.0,10.0833333333,10.0,4.98333333333,18.9,80.5,71.5,4.0,0.0,11.5,0.53
