,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,month,day,day_of_year,week,Station,Tmax,Tmin,Tavg,Depart,Heat,Cool,PrecipTotal,DayLength_MPrec,DayLength_NearH,NightLength_MPrec,NightLength_NearH,Sunrise_hours,Sunset_hours,blended_Tmax,blended_Tmin,blended_Depart,blended_Heat,blended_Cool,blended_PrecipTotal
449,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.698457,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
450,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
451,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
452,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
453,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
454,CULEX PIPIENS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
455,CULEX PIPIENS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
456,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
457,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
458,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
459,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
460,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
461,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
462,CULEX RESTUANS,11, S STATE ST,T092,41.869216,-87.627561,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
463,CULEX RESTUANS,11, S STATE ST,T092,41.869216,-87.627561,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
464,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
465,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
466,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
467,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
468,CULEX SALINARIUS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
469,CULEX SALINARIUS,42, W 127TH PL,T135,41.662014,-87.724608,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
470,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
471,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
472,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
473,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
474,CULEX SALINARIUS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
475,CULEX SALINARIUS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
476,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
477,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
478,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
479,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
480,CULEX RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
481,CULEX RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
482,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
483,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
484,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
485,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
486,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
487,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
488,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918705,-87.752329,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
489,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918705,-87.752329,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
490,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
491,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
492,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
493,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
494,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
495,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
496,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
497,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
498,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
499,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
500,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
501,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
502,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
503,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.777921,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
504,CULEX SALINARIUS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
505,CULEX SALINARIUS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
506,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
507,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
508,CULEX RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
509,CULEX RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
510,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
511,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
512,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
513,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
514,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
515,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
516,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
517,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
518,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
519,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
520,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
521,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.696293,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
522,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
523,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
524,CULEX RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
525,CULEX RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
526,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
527,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
528,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
529,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
530,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
531,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
532,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
533,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
534,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
535,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
536,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
537,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
538,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
539,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.89923,-87.716788,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
540,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114,-87.776385,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
541,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114,-87.776385,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
542,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
543,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960616,-87.777189,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
544,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
545,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
546,CULEX RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
547,CULEX RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
548,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,7,2,183,27,1,79,53,66.0,-6,0,1,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
549,CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,41.704336,-87.703736,0,7,2,183,27,2,77,58,68.0,-6,0,3,0.0,15.1833333333,15.0,8.81666666667,9.0,4.33333333333,19.5166666667,78.0,55.5,-6.0,0.0,2.0,0.0
550,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,7,11,192,28,1,77,62,70.0,-3,0,5,0.0,15.0333333333,15.0,8.96666666667,9.0,4.43333333333,19.4666666667,77.0,62.5,-3.0,0.0,5.0,0.0
